time            Cj              shCj            Br              shBr            Ap              shAp            Ck              Aq              Bs              shCk            shAq            shBs           
9.398797595e+03 2.678501497e-09 2.968959540e-01 -8.891335791e-16 1.105748602e+00 -4.576029052e-16 1.236687502e+00 8.928338324e-15 -4.160026411e-22 -8.891335791e-22 2.968959540e-01 1.236687502e+00 1.105748602e+00
9.418837675e+03 2.622512786e-09 2.968959540e-01 -1.110132039e-15 1.105748602e+00 -5.227296815e-16 1.236687502e+00 8.741709286e-15 -4.752088014e-22 -1.110132039e-21 2.968959540e-01 1.236687502e+00 1.105748602e+00
9.438877756e+03 2.569814126e-09 2.968959540e-01 -1.328263911e-15 1.105748602e+00 -5.855087907e-16 1.236687502e+00 8.566047086e-15 -5.322807188e-22 -1.328263911e-21 2.968959540e-01 1.236687502e+00 1.105748602e+00
9.458917836e+03 2.519841011e-09 2.968959540e-01 -1.539954938e-15 1.105748602e+00 -6.448754577e-16 1.236687502e+00 8.399470036e-15 -5.862504161e-22 -1.539954938e-21 2.968959540e-01 1.236687502e+00 1.105748602e+00
9.478957916e+03 2.471993876e-09 2.968959539e-01 -1.741307980e-15 1.105748602e+00 -6.996799138e-16 1.236687502e+00 8.239979586e-15 -6.360726489e-22 -1.741307980e-21 2.968959539e-01 1.236687502e+00 1.105748602e+00
9.498997996e+03 2.425636467e-09 2.968959539e-01 -1.928093317e-15 1.105748602e+00 -7.486850125e-16 1.236687502e+00 8.085454890e-15 -6.806227386e-22 -1.928093317e-21 2.968959539e-01 1.236687502e+00 1.105748602e+00
9.519038076e+03 2.380094210e-09 2.968959539e-01 -2.095738938e-15 1.105748602e+00 -7.905638467e-16 1.236687502e+00 7.933647366e-15 -7.186944061e-22 -2.095738938e-21 2.968959539e-01 1.236687502e+00 1.105748602e+00
9.539078156e+03 2.334652578e-09 2.968959539e-01 -2.239320838e-15 1.105748602e+00 -8.238973652e-16 1.236687502e+00 7.782175261e-15 -7.489976048e-22 -2.239320838e-21 2.968959539e-01 1.236687502e+00 1.105748602e+00
9.559118236e+03 2.288555464e-09 2.968959538e-01 -2.353553319e-15 1.105748602e+00 -8.471719896e-16 1.236687502e+00 7.628518214e-15 -7.701563542e-22 -2.353553319e-21 2.968959538e-01 1.236687502e+00 1.105748602e+00
9.579158317e+03 2.241003545e-09 2.968959538e-01 -2.432779276e-15 1.105748602e+00 -8.587772308e-16 1.236687502e+00 7.470011818e-15 -7.807065735e-22 -2.432779276e-21 2.968959538e-01 1.236687502e+00 1.105748602e+00
9.599198397e+03 2.191152656e-09 2.968959538e-01 -2.470960502e-15 1.105748602e+00 -8.570033058e-16 1.236687502e+00 7.303842186e-15 -7.790939143e-22 -2.470960502e-21 2.968959538e-01 1.236687502e+00 1.105748602e+00
9.619238477e+03 2.138112154e-09 2.968959538e-01 -2.461667976e-15 1.105748602e+00 -8.400387542e-16 1.236687502e+00 7.127040514e-15 -7.636715947e-22 -2.461667976e-21 2.968959538e-01 1.236687502e+00 1.105748602e+00
9.639278557e+03 2.080943292e-09 2.968959537e-01 -2.398072166e-15 1.105748602e+00 -8.059680552e-16 1.236687502e+00 6.936477642e-15 -7.326982320e-22 -2.398072166e-21 2.968959537e-01 1.236687502e+00 1.105748602e+00
9.659318637e+03 2.018657585e-09 2.968959537e-01 -2.272933317e-15 1.105748602e+00 -7.527692443e-16 1.236687502e+00 6.728858618e-15 -6.843356766e-22 -2.272933317e-21 2.968959537e-01 1.236687502e+00 1.105748602e+00
9.679358717e+03 1.950215179e-09 2.968959537e-01 -2.078591753e-15 1.105748602e+00 -6.783115296e-16 1.236687502e+00 6.500717264e-15 -6.166468451e-22 -2.078591753e-21 2.968959537e-01 1.236687502e+00 1.105748602e+00
9.699398798e+03 1.899062907e-09 2.968959536e-01 -2.004406081e-15 1.105748602e+00 -6.377162726e-16 1.236687502e+00 6.330209689e-15 -5.797420660e-22 -2.004406081e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.719438878e+03 1.878908403e-09 2.968959536e-01 -2.161372908e-15 1.105748602e+00 -6.633528340e-16 1.236687502e+00 6.263028009e-15 -6.030480309e-22 -2.161372908e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.739478958e+03 1.860512774e-09 2.968959536e-01 -2.314941929e-15 1.105748602e+00 -6.872153703e-16 1.236687502e+00 6.201709245e-15 -6.247412457e-22 -2.314941929e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.759519038e+03 1.843633551e-09 2.968959536e-01 -2.463877018e-15 1.105748602e+00 -7.090963295e-16 1.236687502e+00 6.145445169e-15 -6.446330268e-22 -2.463877018e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.779559118e+03 1.828018084e-09 2.968959536e-01 -2.606870617e-15 1.105748602e+00 -7.287827580e-16 1.236687502e+00 6.093393612e-15 -6.625297800e-22 -2.606870617e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.799599198e+03 1.813402946e-09 2.968959536e-01 -2.742542362e-15 1.105748602e+00 -7.460563376e-16 1.236687502e+00 6.044676487e-15 -6.782330342e-22 -2.742542362e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.819639279e+03 1.799513340e-09 2.968959536e-01 -2.869437710e-15 1.105748602e+00 -7.606934219e-16 1.236687502e+00 5.998377799e-15 -6.915394745e-22 -2.869437710e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.839679359e+03 1.786062498e-09 2.968959536e-01 -2.986026558e-15 1.105748602e+00 -7.724650731e-16 1.236687502e+00 5.953541660e-15 -7.022409755e-22 -2.986026558e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.859719439e+03 1.772751091e-09 2.968959536e-01 -3.090701876e-15 1.105748602e+00 -7.811370982e-16 1.236687502e+00 5.909170302e-15 -7.101246347e-22 -3.090701876e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.879759519e+03 1.759266628e-09 2.968959536e-01 -3.181778327e-15 1.105748602e+00 -7.864700862e-16 1.236687502e+00 5.864222094e-15 -7.149728056e-22 -3.181778327e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.899799599e+03 1.745282865e-09 2.968959536e-01 -3.257490892e-15 1.105748602e+00 -7.882194442e-16 1.236687502e+00 5.817609551e-15 -7.165631311e-22 -3.257490892e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.919839679e+03 1.730459207e-09 2.968959536e-01 -3.315993498e-15 1.105748602e+00 -7.861354341e-16 1.236687502e+00 5.768197356e-15 -7.146685765e-22 -3.315993498e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.939879760e+03 1.714440109e-09 2.968959536e-01 -3.355357640e-15 1.105748602e+00 -7.799632097e-16 1.236687502e+00 5.714800364e-15 -7.090574634e-22 -3.355357640e-21 2.968959536e-01 1.236687502e+00 1.105748602e+00
9.959919840e+03 1.696854488e-09 2.968959535e-01 -3.373571008e-15 1.105748602e+00 -7.694428524e-16 1.236687502e+00 5.656181626e-15 -6.994935022e-22 -3.373571008e-21 2.968959535e-01 1.236687502e+00 1.105748602e+00
9.979959920e+03 1.677315118e-09 2.968959535e-01 -3.368536112e-15 1.105748602e+00 -7.543094086e-16 1.236687502e+00 5.591050395e-15 -6.857358260e-22 -3.368536112e-21 2.968959535e-01 1.236687502e+00 1.105748602e+00
1.000000000e+04 1.655418044e-09 2.968959535e-01 -3.338068905e-15 1.105748602e+00 -7.342929260e-16 1.236687502e+00 5.518060145e-15 -6.675390237e-22 -3.338068905e-21 2.968959535e-01 1.236687502e+00 1.105748602e+00
